0 81 162 243
41 124 214 286
41 125 215 287
42 117 216 288
42 118 217 289
42 119 218 290
42 120 219 291
42 121 220 292
42 122 221 293
42 123 222 294
42 124 223 295
42 125 224 296
43 117 225 288
43 118 226 289
43 119 227 290
43 120 228 291
43 121 229 292
43 122 230 293
43 123 231 294
43 124 232 295
43 125 233 296
44 117 234 288
44 118 235 289
44 119 236 290
44 120 237 291
44 121 238 292
44 122 239 293
44 123 240 294
44 124 241 295
44 125 242 296
45 126 162 270
45 127 163 271
45 128 164 272
45 129 165 273
45 130 166 274
45 131 167 275
45 132 168 276
45 133 169 277
45 134 170 278
46 126 171 270
46 127 172 271
46 128 173 272
46 129 174 273
46 130 175 274
46 131 176 275
46 132 177 276
46 133 178 277
46 134 179 278
47 126 180 270
47 127 181 271
47 128 182 272
47 129 183 273
47 130 184 274
47 131 185 275
47 132 186 276
47 133 187 277
47 134 188 278
48 126 189 279
48 127 190 280
48 128 191 281
48 129 192 282
48 130 193 283
48 131 194 284
48 132 195 285
48 133 196 286
48 134 197 287
49 126 198 279
49 127 199 280
49 128 200 281
49 129 201 282
49 130 202 283
49 131 203 284
49 132 204 285
49 133 205 286
49 134 206 287
50 126 207 279
50 127 208 280
50 128 209 281
50 129 210 282
50 130 211 283
50 131 212 284
50 132 213 285
50 133 214 286
50 134 215 287
51 126 216 288
51 127 217 289
51 128 218 290
51 129 219 291
51 130 220 292
51 131 221 293
51 132 222 294
51 133 223 295
51 134 224 296
52 126 225 288
52 127 226 289
52 128 227 290
52 129 228 291
52 130 229 292
52 131 230 293
52 132 231 294
52 133 232 295
52 134 233 296
53 126 234 288
53 127 235 289
53 128 236 290
53 129 237 291
53 130 238 292
53 131 239 293
53 132 240 294
53 133 241 295
53 134 242 296
54 135 162 297
54 136 163 298
54 137 164 299
54 138 165 300
54 139 166 301
54 140 167 302
54 141 168 303
54 142 169 304
54 143 170 305
55 135 171 297
55 136 172 298
55 137 173 299
55 138 174 300
55 139 175 301
55 140 176 302
55 141 177 303
55 142 178 304
55 143 179 305
56 135 180 297
56 136 181 298
56 137 182 299
56 138 183 300
56 139 184 301
56 140 185 302
56 141 186 303
56 142 187 304
56 143 188 305
57 135 189 306
57 136 190 307
57 137 191 308
57 138 192 309
57 139 193 310
57 140 194 311
57 141 195 312
57 142 196 313
57 143 197 314
58 135 198 306
58 136 199 307
58 137 200 308
58 138 201 309
58 139 202 310
58 140 203 311
58 141 204 312
58 142 205 313
58 143 206 314
59 135 207 306
59 136 208 307
59 137 209 308
59 138 210 309
59 139 211 310
59 140 212 311
59 141 213 312
59 142 214 313
59 143 215 314
60 135 216 315
60 136 217 316
60 137 218 317
60 138 219 318
60 139 220 319
60 140 221 320
60 141 222 321
60 142 223 322
60 143 224 323
61 135 225 315
61 136 226 316
61 137 227 317
61 138 228 318
61 139 229 319
61 140 230 320
61 141 231 321
61 142 232 322
61 143 233 323
62 135 234 315
62 136 235 316
62 137 236 317
62 138 237 318
62 139 238 319
62 140 239 320
62 141 240 321
62 142 241 322
62 143 242 323
63 144 162 297
63 145 163 298
63 146 164 299
63 147 165 300
63 148 166 301
63 149 167 302
63 150 168 303
63 151 169 304
63 152 170 305
64 144 171 297
64 145 172 298
64 146 173 299
64 147 174 300
64 148 175 301
64 149 176 302
64 150 177 303
64 151 178 304
64 152 179 305
65 144 180 297
65 145 181 298
65 146 182 299
65 147 183 300
65 148 184 301
65 149 185 302
65 150 186 303
65 151 187 304
65 152 188 305
66 144 189 306
66 145 190 307
66 146 191 308
66 147 192 309
66 148 193 310
66 149 194 311
66 150 195 312
66 151 196 313
66 152 197 314
67 144 198 306
67 145 199 307
67 146 200 308
67 147 201 309
67 148 202 310
67 149 203 311
67 150 204 312
67 151 205 313
67 152 206 314
68 144 207 306
68 145 208 307
68 146 209 308
68 147 210 309
68 148 211 310
68 149 212 311
68 150 213 312
68 151 214 313
68 152 215 314
69 144 216 315
69 145 217 316
69 146 218 317
69 147 219 318
69 148 220 319
69 149 221 320
69 150 222 321
69 151 223 322
69 152 224 323
70 144 225 315
70 145 226 316
70 146 227 317
70 147 228 318
70 148 229 319
70 149 230 320
70 150 231 321
70 151 232 322
70 152 233 323
71 144 234 315
71 145 235 316
71 146 236 317
71 147 237 318
71 148 238 319
71 149 239 320
71 150 240 321
71 151 241 322
71 152 242 323
72 153 162 297
72 154 163 298
72 155 164 299
72 156 165 300
72 157 166 301
72 158 167 302
72 159 168 303
72 160 169 304
72 161 170 305
73 153 171 297
73 154 172 298
73 155 173 299
73 156 174 300
73 157 175 301
73 158 176 302
73 159 177 303
73 160 178 304
73 161 179 305
74 153 180 297
74 154 181 298
74 155 182 299
74 156 183 300
74 157 184 301
74 158 185 302
74 159 186 303
74 160 187 304
74 161 188 305
75 153 189 306
75 154 190 307
75 155 191 308
75 156 192 309
75 157 193 310
75 158 194 311
75 159 195 312
75 160 196 313
75 161 197 314
76 153 198 306
76 154 199 307
76 155 200 308
76 156 201 309
76 157 202 310
76 158 203 311
76 159 204 312
76 160 205 313
76 161 206 314
77 153 207 306
77 154 208 307
77 155 209 308
77 156 210 309
77 157 211 310
77 158 212 311
77 159 213 312
77 160 214 313
77 161 215 314
78 153 216 315
78 154 217 316
78 155 218 317
78 156 219 318
78 157 220 319
78 158 221 320
78 159 222 321
78 160 223 322
78 161 224 323
79 153 225 315
79 154 226 316
79 155 227 317
79 156 228 318
79 157 229 319
79 158 230 320
79 159 231 321
79 160 232 322
79 161 233 323
80 153 234 315
80 154 235 316
80 155 236 317
80 156 237 318
80 157 238 319
80 158 239 320
80 159 240 321
80 160 241 322
80 161 242 323
